Dataset index,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temperature difference [K],Power [W],Overstrain indicator,Actual failure,Failure probability,Corrective action,Preventive action,Predictive action
8488,L,298.4,309.4,1385,43.2,119,11.0,6265.592388319485,5140.8,0,0.0037995011907429417,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2700,L,299.9,309.3,1473,40.4,59,9.400000000000034,6231.788851366857,2383.6,0,0.003639864083070806,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6495,M,300.6,309.8,1694,31.1,187,9.199999999999989,5516.992746871084,5815.7,0,0.0045174406674638005,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6276,L,301.2,310.8,1233,64.6,45,9.600000000000023,8341.116990840115,2906.9999999999995,0,0.01673294906273723,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3117,M,300.1,309.3,1469,43.9,20,9.199999999999989,6753.282759887251,878.0,0,0.0037752600473519643,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2547,L,299.2,309.1,1578,38.1,109,9.900000000000034,6295.940173353161,4152.900000000001,0,0.0036416472546152274,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2707,M,299.6,309.0,1539,36.1,76,9.399999999999977,5818.009682962546,2743.6,0,0.0036515914882665848,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6432,M,300.3,309.9,1447,46.5,28,9.599999999999966,7046.121083103867,1302.0,0,0.004144211660335658,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2444,L,299.2,308.6,1267,68.2,76,9.400000000000034,9048.77120803673,5183.2,1,0.9862338770083066,REPAIR AFTER FAILURE,CONTINUE OPERATION,PERFORM MAINTENANCE
3912,L,302.4,311.4,1475,40.4,126,9.0,6240.250207580526,5090.4,0,0.00363972720324028,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7986,L,301.1,312.3,1587,34.5,115,11.199999999999989,5733.563672434051,3967.5,0,0.0036499932221228373,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8744,M,297.4,308.7,1798,23.0,135,11.300000000000011,4330.580753218411,3105.0,0,0.0036412898604148898,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1713,L,298.2,307.8,1515,46.7,74,9.600000000000023,7408.975034593489,3455.8,0,0.003645790433420232,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3910,L,302.4,311.4,1831,26.9,121,9.0,5157.856346688211,3254.8999999999996,0,0.003644453318736493,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2022,L,298.7,308.4,1373,46.9,60,9.699999999999989,6743.292495248836,2814.0,0,0.0036696716082291045,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
530,M,297.6,309.5,1709,32.2,65,11.899999999999977,5762.707180283854,2093.0,0,0.003640115871559538,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
597,H,297.6,309.6,1428,46.6,13,12.0,6968.555160486735,605.8000000000001,0,0.005083137123048869,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
11,H,298.6,309.1,1423,44.3,29,10.5,6601.41817101272,1284.6999999999998,0,0.004146341162713336,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4887,L,303.7,312.5,1481,33.3,182,8.800000000000011,5164.495579162796,6060.599999999999,0,0.0037184653610523076,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1303,L,298.7,309.9,1593,42.5,146,11.199999999999989,7089.789220988765,6205.0,0,0.00370165085568045,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5967,L,300.4,310.8,1390,52.5,144,10.400000000000034,7641.9241298571715,7560.0,0,0.003737358890214979,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9372,L,297.7,308.4,1487,41.4,84,10.699999999999989,6446.736620725471,3477.6,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7682,M,300.7,311.7,1412,49.1,219,11.0,7260.136846641917,10752.9,0,0.019301400475035722,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
6802,M,301.1,310.7,1621,31.0,108,9.599999999999966,5262.272414518024,3348.0,0,0.0036536110876692245,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2420,H,298.8,308.2,1450,44.7,14,9.399999999999977,6787.410928080749,625.8000000000001,0,0.003887836969267365,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8600,L,297.5,308.3,1435,40.3,197,10.800000000000011,6055.995798447484,7939.099999999999,0,0.004126804460563406,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1449,H,299.0,310.4,1677,30.8,73,11.399999999999977,5408.942903538619,2248.4,0,0.003650670159345358,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2742,L,299.6,309.1,1369,51.4,164,9.5,7368.773120603051,8429.6,0,0.0037703712482187136,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7100,L,300.7,310.2,1569,32.8,31,9.5,5389.213701674074,1016.8,0,0.0036500748186349364,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6945,M,300.8,311.4,1852,22.2,53,10.599999999999966,4305.48989989174,1176.6,0,0.0036448261294491774,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2050,M,299.5,309.3,1675,29.2,132,9.800000000000011,5121.843222902559,3854.4,0,0.0037315437752029517,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7561,L,300.3,311.1,1388,49.4,128,10.800000000000011,7180.3403932407355,6323.2,0,0.0037447608227829804,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6933,L,300.8,311.4,1492,40.6,20,10.599999999999966,6343.420110324415,812.0,0,0.00369412519736624,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8962,L,297.3,307.9,1628,30.2,80,10.599999999999966,5148.609592311145,2416.0,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3763,L,302.3,311.0,1428,47.9,174,8.699999999999989,7162.956913890871,8334.6,0,0.004222773325494622,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2704,M,299.7,309.2,1608,34.4,68,9.5,5792.594198395004,2339.2,0,0.0037447394494231493,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4699,L,303.5,311.6,1428,46.2,139,8.100000000000023,6908.739236362386,6421.8,0,0.007092244095011182,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2030,L,298.9,308.6,1400,49.5,79,9.700000000000045,7257.079029792421,3910.5,0,0.0036915431963342937,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8603,H,297.3,308.0,1384,49.1,206,10.699999999999989,7116.168127303408,10114.6,0,0.009000555279123416,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
8482,L,298.4,309.5,1520,38.1,106,11.100000000000023,6064.530458489738,4038.6000000000004,0,0.003641068642956774,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5422,M,302.7,312.4,1422,44.5,49,9.699999999999989,6626.5613842169505,2180.5,0,0.003940659518154807,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8276,L,298.8,310.5,1384,52.8,200,11.699999999999989,7652.417049320161,10560.0,0,0.008315088343489038,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
647,L,297.7,309.3,1559,36.9,145,11.600000000000023,6024.223824744179,5350.5,0,0.0037170646508366163,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
842,M,296.6,307.5,1566,35.0,201,10.899999999999977,5739.689778108552,7035.0,0,0.004338927722163656,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
7297,L,300.1,310.5,1500,39.8,107,10.399999999999977,6251.769380643688,4258.599999999999,0,0.003647883336413078,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6397,M,300.0,309.6,1587,32.6,152,9.600000000000023,5417.802194821742,4955.2,0,0.0036529662389663655,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6501,M,300.9,310.0,1600,36.0,204,9.100000000000023,6031.857894892403,7344.0,0,0.008028888706203193,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
9503,M,299.2,310.3,1551,44.8,18,11.100000000000023,7276.431240538535,806.4,0,0.00384158396064718,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4126,M,302.0,310.6,1623,34.3,9,8.600000000000023,5829.6335757808265,308.7,0,0.003751440293620413,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5590,M,302.5,311.9,1340,59.4,60,9.399999999999977,8335.27362850444,3564.0,0,0.012692491912722662,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5171,M,304.2,313.4,1329,54.5,75,9.199999999999989,7584.904223194518,4087.5,0,0.004591998767871879,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8831,H,297.4,308.7,1726,26.8,158,11.300000000000011,4844.000768619078,4234.400000000001,0,0.003933297254717422,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6090,L,300.9,310.8,1708,29.1,14,9.900000000000034,5204.865044761426,407.40000000000003,0,0.0038008468481532413,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8838,L,297.5,309.0,1320,54.7,179,11.5,7561.185198659914,9791.300000000001,0,0.004006068646586643,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9743,L,298.9,310.2,1562,42.5,179,11.300000000000011,6951.820943618614,7607.5,0,0.0038404893143142785,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8677,M,297.3,308.5,1664,28.9,174,11.199999999999989,5035.931135802391,5028.599999999999,0,0.004631816494470755,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5068,M,304.3,313.3,1540,39.0,14,9.0,6289.468492486766,546.0,0,0.0038104883689028548,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3409,M,301.2,310.4,1697,30.0,120,9.199999999999989,5331.282733141879,3600.0,0,0.003696879810013525,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6251,M,300.8,310.2,1598,36.5,195,9.399999999999977,6107.989156864394,7117.5,0,0.0038302738937676844,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6152,M,301.1,311.1,1592,35.7,174,10.0,5951.684450372792,6211.8,0,0.0036527147992689497,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6729,H,301.5,310.9,1524,40.4,124,9.399999999999977,6447.553434815403,5009.599999999999,0,0.0036786419130641567,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
197,M,298.4,308.6,1527,40.9,96,10.200000000000045,6540.199002169767,3926.3999999999996,0,0.0036404426947292596,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1040,L,296.7,307.7,1502,43.9,84,11.0,6904.990269129101,3687.6,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9685,L,299.0,310.0,1360,48.1,37,11.0,6850.347500907665,1779.7,0,0.003966295225901823,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3873,L,302.6,311.8,1638,35.1,17,9.199999999999989,6020.736656898695,596.7,0,0.0036760283038139627,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5424,L,302.6,312.2,1377,45.5,54,9.599999999999966,6561.059177389604,2457.0,0,0.004576907545909817,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5563,M,302.3,311.7,1640,31.5,199,9.399999999999977,5409.822549481624,6268.5,0,0.0038329954214870432,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3820,L,302.3,310.8,1421,41.4,102,8.5,6160.600361836512,4222.8,0,0.00574027072474163,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4223,L,302.0,310.7,1657,31.9,37,8.699999999999989,5535.3082320415115,1180.3,0,0.0036432634722745674,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6986,L,300.7,311.1,1688,30.7,161,10.400000000000034,5426.745261908961,4942.7,0,0.00370064864825216,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8250,M,299.0,310.4,1394,45.2,122,11.399999999999977,6598.266106383619,5514.400000000001,0,0.004008315942736664,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
926,L,295.6,306.1,1372,55.6,215,10.5,7988.358023744031,11954.0,1,0.9336321675049666,REPAIR AFTER FAILURE,PERFORM MAINTENANCE,PERFORM MAINTENANCE
3801,M,302.2,310.9,1771,27.6,54,8.699999999999989,5118.659742346922,1490.4,0,0.003644453318736493,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3043,L,300.3,309.5,1551,37.9,42,9.199999999999989,6155.730893223449,1591.8,0,0.00364218383819889,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8429,L,299.0,310.3,1577,40.0,181,11.300000000000011,6605.7221529481385,7240.0,0,0.0036703095140387656,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9385,M,297.5,308.1,1907,23.5,125,10.600000000000023,4692.963465809993,2937.5,0,0.0036625574925106727,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5365,L,303.1,312.6,1548,36.4,150,9.5,5900.664985678493,5460.0,0,0.0036515914882665848,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4461,L,302.7,310.5,1642,30.8,195,7.800000000000011,5296.055007519625,6006.0,0,0.0038070981623072077,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9673,M,299.0,310.1,1593,35.4,5,11.100000000000023,5905.377374658877,177.0,0,0.003670733518533043,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9207,L,297.9,308.8,1386,48.6,75,10.900000000000034,7053.880816958234,3645.0,0,0.0038930058700730194,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
6247,L,300.8,310.2,1492,46.3,187,9.399999999999977,7233.998795764049,8658.1,0,0.00374940085442529,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9506,H,299.3,310.4,1548,41.6,25,11.099999999999966,6743.617126489707,1040.0,0,0.004087435153559285,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5541,L,302.4,311.8,1433,42.2,134,9.400000000000034,6332.675863449137,5654.8,0,0.0036952914615325377,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8405,M,298.4,309.5,1484,41.7,119,11.100000000000023,6480.351662118882,4962.3,0,0.003641068642956774,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4861,L,303.5,312.3,1946,21.1,112,8.800000000000011,4299.855977066302,2363.2000000000003,0,0.0036412898604148898,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2339,L,299.2,308.2,1466,41.3,8,9.0,6340.341349523896,330.4,0,0.0036716502747138674,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2808,L,299.9,309.3,1471,41.8,109,9.400000000000034,6438.987358846616,4556.2,0,0.003641068642956774,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
588,L,297.6,309.4,1628,33.4,229,11.799999999999955,5694.157628582525,7648.599999999999,0,0.012494880773887617,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
7858,L,300.5,311.9,1350,51.7,18,11.399999999999977,7308.915308576654,930.6,0,0.004068089854009254,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3006,L,300.4,309.7,1488,35.7,177,9.300000000000011,5562.880943564519,6318.900000000001,0,0.0036765049476476927,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7010,M,300.5,310.5,1469,42.9,14,10.0,6599.449439616471,600.6,0,0.0036461514053436296,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8244,L,299.0,310.4,1512,38.8,109,11.399999999999977,6143.4472659479125,4229.2,0,0.0036933280628271906,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3655,L,302.1,311.4,1686,30.9,106,9.299999999999955,5455.626970370963,3275.3999999999996,0,0.003687971104529218,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
991,M,296.1,307.0,1523,42.0,164,10.899999999999977,6698.503855984157,6888.0,0,0.0036669663455828143,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7779,L,300.5,311.7,1811,26.8,47,11.199999999999989,5082.552370781664,1259.6000000000001,0,0.0037348329278818217,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8390,M,298.8,309.8,1288,61.9,79,11.0,8349.012860376139,4890.099999999999,0,0.004799800592601625,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8760,M,297.4,308.7,1392,46.4,174,11.300000000000011,6763.7233194726805,8073.599999999999,0,0.0037376445412851686,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1326,L,298.9,310.2,1411,46.5,202,11.300000000000011,6870.820213033557,9393.0,0,0.004803882094860205,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
1024,L,296.2,307.3,1711,29.9,42,11.100000000000023,5357.347480191162,1255.8,0,0.0036636352747021123,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
575,M,297.9,309.9,1410,55.4,188,12.0,8180.078951417104,10415.199999999999,0,0.0069311029231218044,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2396,M,299.1,308.5,1592,34.2,153,9.399999999999977,5701.613675147044,5232.6,0,0.0036925319146710023,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1300,L,298.7,309.8,1322,57.0,140,11.100000000000023,7891.052427286843,7980.0,0,0.003801236638594782,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1384,L,298.9,310.3,1484,43.8,124,11.400000000000034,6806.700306973788,5431.2,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1678,L,298.0,307.5,1644,32.8,215,9.5,5646.824299268437,7051.999999999999,0,0.03054678089904698,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
8288,M,298.8,310.6,1640,33.8,9,11.800000000000011,5804.82546579298,304.2,0,0.003664934698034887,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9067,L,297.1,308.2,1351,56.6,126,11.099999999999966,8007.563626832975,7131.6,0,0.003697763548187154,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1709,L,298.2,307.8,1749,26.1,66,9.600000000000023,4780.341629481837,1722.6000000000001,0,0.003651248807490289,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4050,L,301.8,310.8,1456,46.6,35,9.0,7105.193496966868,1631.0,0,0.00406616862172861,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
913,L,295.5,306.0,1621,29.5,176,10.5,5007.64632994457,5192.0,0,0.004147602942701396,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1067,L,296.9,307.8,1466,45.7,153,10.900000000000034,7015.82565794775,6992.1,0,0.0036410851372191766,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3743,L,302.5,311.4,1759,24.6,124,8.899999999999977,4531.370411684846,3050.4,0,0.0036448261294491774,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4315,M,301.4,310.0,1651,29.8,44,8.600000000000023,5152.191007936237,1311.2,0,0.0037751317420156617,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1310,L,298.9,310.2,1498,50.2,160,11.300000000000011,7874.8836970963675,8032.0,0,0.0036956201773891708,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2453,L,299.0,308.6,1648,30.8,98,9.600000000000023,5315.407218265738,3018.4,0,0.0036744674303733895,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8638,L,297.6,308.5,1572,35.9,71,10.899999999999977,5909.838436226974,2548.9,0,0.0036404426947292596,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
8531,L,298.6,309.3,1449,46.5,26,10.699999999999989,7055.860020329997,1209.0,0,0.003656931525393173,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
318,L,297.8,308.4,1512,39.9,181,10.599999999999966,6317.617162662931,7221.9,0,0.00364089250824299,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4877,M,303.7,312.4,1546,33.7,149,8.699999999999989,5455.920185685298,5021.3,0,0.0036412438728719277,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
4332,M,301.7,309.9,1452,41.5,86,8.199999999999989,6310.203004000458,3569.0,0,0.003916694783441947,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1538,L,298.4,309.1,1798,29.6,81,10.700000000000045,5573.26914327239,2397.6,0,0.003640115871559538,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9893,M,298.9,309.6,1284,55.3,166,10.700000000000045,7435.647156222465,9179.8,0,0.0037176242847015975,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
210,L,298.4,308.7,1523,36.1,126,10.300000000000011,5757.523552405431,4548.6,0,0.0036401305849835795,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
3424,L,301.5,310.5,1593,32.9,155,9.0,5488.330949894832,5099.5,0,0.003653245924089885,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9019,L,297.2,308.1,1662,31.3,0,10.900000000000034,5447.584493177773,0.0,0,0.0036646760419584436,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
7409,L,299.8,310.9,2084,17.6,175,11.099999999999966,3840.9530661809295,3080.0000000000005,0,0.00418399258006859,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9904,L,298.6,309.1,1537,35.7,198,10.5,5746.06721119534,7068.6,0,0.003669496486540113,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5482,L,302.6,312.1,1782,26.8,198,9.5,5001.164177102663,5306.400000000001,0,0.003794924473631253,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
5812,L,301.4,311.1,1495,36.3,193,9.700000000000045,5682.984030711255,7005.9,0,0.0037026828102070313,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2404,M,299.1,308.7,2008,20.3,178,9.599999999999966,4268.62854608962,3613.4,0,0.0036955427319442604,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
409,L,297.4,308.6,1459,41.3,196,11.200000000000045,6310.066868318802,8094.799999999999,0,0.0037781161978663264,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
679,L,297.8,309.2,1372,47.3,15,11.399999999999977,6795.851340343393,709.5,0,0.0038430135171656473,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
9394,L,297.7,308.2,1334,53.0,156,10.5,7403.896126470185,8268.0,0,0.0037127437706134026,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2985,L,300.7,309.8,1596,31.5,123,9.100000000000023,5264.680968885776,3874.5,0,0.0037245092398320674,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
2161,L,299.4,309.1,1464,40.5,215,9.700000000000045,6209.043720554867,8707.5,0,0.06708089649120591,CONTINUE OPERATION,PERFORM MAINTENANCE,CONTINUE OPERATION
8505,L,298.4,309.7,1530,38.6,161,11.300000000000011,6184.539297856867,6214.6,0,0.0036404426947292596,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
1127,M,296.7,307.8,1672,32.4,113,11.100000000000023,5672.962350146306,3661.2,0,0.003638926025097612,CONTINUE OPERATION,CONTINUE OPERATION,CONTINUE OPERATION
